ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Dosage,Cost per KG,Delivery Status
3354,117-ET-T01,Pre-PQ Process,SCMS-28690,ASN-2840,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008,2008-11-17,2008-11-17,17-Nov-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,6998,160954.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,4913.0,46117.09,315.47,,9.38674740484429,On-Time
2559,108-VN-T01,Pre-PQ Process,SCMS-44980,ASN-4094,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/29/2009,2009-06-08,2009-06-08,8-Jun-09,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,Delayed-release capsules,30,150,1950.0,13.0,0.43,"Aurobindo Unit III, India",True,30.0,4111.71,3.82,250mg,137.057,On-Time
1179,108-VN-T01,Pre-PQ Process,SCMS-44990,ASN-4302,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,4/29/2009,2009-07-17,2009-07-17,17-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,Capsule,336,8,613.76,76.72,0.23,ABBVIE (Abbott) France,True,48.0,3366.04,1.2,100mg,70.12583333333333,On-Time
1251,108-VN-T01,Pre-PQ Process,SCMS-12,ASN-91,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,Date Not Captured,2006-11-16,2006-11-16,16-Nov-06,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,2800,19600.0,7.0,0.12,"BMS Meymac, France",True,555.0,3292.15,,25mg,5.931801801801802,On-Time
6105,117-ET-T01,Pre-PQ Process,SCMS-32400,ASN-3322,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/22/2008,2009-02-18,2009-02-18,18-Feb-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,2500,80000.0,32.0,1.6,"Trinity Biotech, Plc",True,844.0,8101.57,156.8,,9.599016587677724,On-Time
7696,106-HT-T01,Pre-PQ Process,SCMS-40010,ASN-3629,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/6/2009,2009-04-07,2009-04-07,7-Apr-09,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,Capsule,30,1242,2782.08,2.24,0.07,"Aurobindo Unit III, India",True,96.0,1448.55,5.45,50mg,15.089062499999999,On-Time
7176,107-RW-T01,Pre-PQ Process,SCMS-25080,ASN-2396,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/12/2008,2008-10-18,2008-10-18,18-Oct-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,3400,108800.0,32.0,1.6,"Trinity Biotech, Plc",True,1131.0,22370.64,174.08,,19.7795225464191,On-Time
1037,123-NG-T01,Pre-PQ Process,SCMS-39640,ASN-4747,Nigeria,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/4/2009,2009-09-30,2009-09-30,30-Sep-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,Delayed-release capsules - blister,30,200,4734.0,23.67,0.79,"BMS Meymac, France",True,11.0,463.0,9.28,400mg,42.09090909090909,On-Time
1298,108-VN-T01,Pre-PQ Process,SCMS-262,ASN-386,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/9/2007,2007-05-12,2007-05-12,12-May-07,ARV,Adult,CIPLA LIMITED,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,Tablet - FDC,60,70000,525000.0,7.5,0.12,"Cipla, Goa, India",True,6813.0,31858.09,,150/200/30mg,4.676073682665493,On-Time
9628,102-GY-T01,Pre-PQ Process,SCMS-18480,ASN-1503,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008,2008-04-09,2008-04-09,9-Apr-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,240,17277.6,71.99,0.72,Inverness Japan,True,55.0,1442.92,27.64,,26.234909090909092,On-Time
414,119-NA-T01,Pre-PQ Process,SCMS-19130,ASN-1798,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/18/2008,2008-06-04,2008-06-04,4-Jun-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,142,10222.58,71.99,0.72,Inverness Japan,True,33.0,1715.17,16.36,,51.974848484848486,On-Time
797,110-ZM-T01,Pre-PQ Process,SCMS-31380,ASN-3172,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/2008,2009-01-23,2009-01-23,23-Jan-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,319,6380.0,20.0,0.8,"Standard Diagnostics, Korea",True,100.0,1122.24,12.5,,11.2224,On-Time
5589,102-BW-T01,Pre-PQ Process,SCMS-16720,ASN-1402,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/4/2008,2008-04-03,2008-04-03,3-Apr-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,450,14400.0,32.0,1.6,"Trinity Biotech, Plc",True,155.0,1625.08,23.04,,10.484387096774194,On-Time
9096,102-KE-T01,Pre-PQ Process,SCMS-42990,ASN-3894,Kenya,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/4/2009,2009-05-20,2009-05-20,20-May-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, (no accessories), 30 Tests","HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,Test kit,30,5000,120000.0,24.0,0.8,"Standard Diagnostics, Korea",True,1558.0,11653.64,235.2,,7.47987163029525,On-Time
87,109-TZ-T01,Pre-PQ Process,SCMS-555,ASN-409,Tanzania,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/12/2007,2007-06-06,2007-06-06,6-Jun-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,Videx,Powder for oral solution,200,712,8964.08,12.59,0.06,"BMS Meymac, France",True,162.0,912.96,,2g,5.635555555555555,On-Time
6691,108-VN-T01,Pre-PQ Process,SCMS-750,ASN-804,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/3/2007,2007-10-24,2007-10-24,24-Oct-07,ARV,Adult,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,Tablet,60,100,894.0,8.94,0.15,"Ranbaxy, Paonta Shahib, India",True,6.0,2794.34,1.43,300mg,465.72333333333336,On-Time
7201,107-RW-T01,Pre-PQ Process,SCMS-25530,ASN-2068,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,6/13/2008,2008-07-22,2008-07-22,22-Jul-08,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,Tablet - FDC,60,45168,414642.24,9.18,0.15,"Aurobindo Unit III, India",True,3953.0,23071.26,663.43,150/300mg,5.8363926132051605,On-Time
3470,114-UG-T01,Pre-PQ Process,SCMS-32250,ASN-3001,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/17/2008,2008-12-09,2008-12-09,9-Dec-08,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,Delayed-release capsules - blister,30,50,917.0,18.34,0.61,"BMS Meymac, France",True,2.0,378.0,1.8,250mg,189.0,On-Time
10086,117-ET-T01,Pre-PQ Process,SCMS-32410,ASN-3259,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/22/2008,2009-01-30,2009-01-30,30-Jan-09,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,3711,100197.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,1341.0,6112.63,196.39,,4.558262490678598,On-Time
10282,107-RW-T01,Pre-PQ Process,SCMS-38670,ASN-3678,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/18/2009,2009-04-06,2009-04-06,6-Apr-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,963,30816.0,32.0,1.6,"Trinity Biotech, Plc",True,320.0,3100.66,60.4,,9.6895625,On-Time
4929,110-ZM-T01,Pre-PQ Process,SCMS-37770,ASN-3676,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/27/2009,2009-03-26,2009-03-26,26-Mar-09,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,300,6000.0,20.0,0.8,"Standard Diagnostics, Korea",True,94.0,1205.43,11.76,,12.82372340425532,On-Time
1954,108-VN-T01,Pre-PQ Process,SCMS-27290,ASN-2854,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,7/24/2008,2008-12-02,2008-12-02,2-Dec-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,434,35674.8,82.2,0.68,ABBVIE Ludwigshafen Germany,True,113.0,2709.98,69.92,200/50mg,23.98212389380531,On-Time
3828,107-RW-T01,Pre-PQ Process,SCMS-43870,ASN-4687,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,4/15/2009,2009-09-21,2009-09-21,21-Sep-09,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,Tablet - FDC,60,54432,641753.28,11.79,0.2,Mylan (formerly Matrix) Nashik,True,7278.0,61925.7,1257.84,150/300/200mg,8.508615004122012,On-Time
7468,117-ET-T01,Pre-PQ Process,SCMS-32640,ASN-2933,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,2008-12-03,2008-12-01,1-Dec-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,2535.0,23035.69,158.23,,9.087057199211046,On-Time
1648,102-BW-T01,Pre-PQ Process,SCMS-18550,ASN-1448,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2008-04-11,2008-04-11,11-Apr-08,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,Test kit,100,10,3500.0,350.0,3.5,"Pacific Biotech, Thailand",True,39.0,604.0,5.6,,15.487179487179487,On-Time
4635,108-VN-T01,Pre-PQ Process,SCMS-26171,ASN-2515,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,7/1/2008,2008-09-25,2008-09-25,25-Sep-08,ARV,Adult,Aurobindo Pharma Limited,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,Tablet,60,1848,5359.2,2.9,0.05,"Aurobindo Unit III, India",True,327.0,3171.36,8.57,200mg,9.698348623853212,On-Time
1942,133-NG-T01,Pre-PQ Process,SCMS-27070,ASN-2352,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/21/2008,2008-09-12,2008-09-12,12-Sep-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,6875,549931.25,79.99,0.8,Inverness Japan,True,1566.0,19992.75,879.89,,12.76676245210728,On-Time
3049,104-CI-T01,Pre-PQ Process,SCMS-18420,ASN-1468,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008,2008-04-08,2008-04-08,8-Apr-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,70,5039.3,71.99,0.72,Inverness Japan,True,16.0,515.48,8.06,,32.2175,On-Time
7030,108-VN-T01,Pre-PQ Process,SCMS-20330,ASN-1984,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/31/2008,2008-07-17,2008-07-17,17-Jul-08,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,400,2800.0,7.0,0.12,"BMS Meymac, France",True,82.0,2211.05,4.48,25mg,26.964024390243903,On-Time
4648,117-ET-T01,Pre-PQ Process,SCMS-28700,ASN-2719,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,8/22/2008,2008-10-30,2008-10-28,28-Oct-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,7002,161046.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,5057.0,44360.44,315.65,,8.772086217124778,On-Time
2681,110-ZM-T01,Pre-PQ Process,SCMS-138,ASN-86,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-11-13,2006-11-13,13-Nov-06,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,Tablet - FDC,60,38780,432009.2,11.14,0.19,"Aurobindo Unit III, India",True,3217.0,14364.29,,150/300mg,4.465119676717439,On-Time
139,109-TZ-T01,Pre-PQ Process,SCMS-10290,ASN-788,Tanzania,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-11-22,2007-11-22,22-Nov-07,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,Test kit,25,10000,200000.0,20.0,0.8,"Standard Diagnostics, Korea",True,3335.0,28461.1,320.0,,8.534062968515741,On-Time
2441,114-UG-T01,Pre-PQ Process,SCMS-41240,ASN-3904,Uganda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,3/19/2009,2009-05-04,2009-05-04,4-May-09,ARV,Adult,BRISTOL-MYERS SQUIBB,"Didanosine EC 250mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Didanosine EC,Videx EC,Delayed-release capsules - blister,30,60,1100.4,18.34,0.61,"BMS Meymac, France",True,3000.0,428.91,2.16,250mg,0.14297,On-Time
3972,110-ZM-T01,Pre-PQ Process,SCMS-291,ASN-161,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-11-20,2006-11-20,20-Nov-06,HRDT,HIV test,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,Test kit,100,2500,200000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,True,857354.0,5157.65,,,0.006015776447068538,On-Time
5522,108-VN-T01,Pre-PQ Process,SCMS-14210,ASN-1340,Vietnam,PMO - US,Direct Drop,FCA,Air,Pre-PQ Process,11/22/2007,2008-03-06,2008-03-06,6-Mar-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,1000,82200.0,82.2,0.68,ABBVIE Ludwigshafen Germany,True,249.0,3120.92,131.52,200/50mg,12.533815261044177,On-Time
9579,102-NG-T01,Pre-PQ Process,SCMS-16880,ASN-1592,Nigeria,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,1/7/2008,2008-04-21,2008-04-21,21-Apr-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,7719,208413.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,2502.0,15636.7,333.46,,6.249680255795364,On-Time
61,110-ZM-T01,Pre-PQ Process,SCMS-226,ASN-137,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2007-01-08,2007-01-08,8-Jan-07,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,2500,100000.0,40.0,2.0,"Trinity Biotech, Plc",True,853.0,13569.49,,,15.907960140679952,On-Time
4534,110-ZM-T01,Pre-PQ Process,SCMS-25700,ASN-2797,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/20/2008,2008-11-18,2008-11-18,18-Nov-08,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,5900,188800.0,32.0,1.6,"Trinity Biotech, Plc",True,1989.0,19569.48,370.05,,9.838853695324284,On-Time
8713,102-BW-T01,Pre-PQ Process,SCMS-31360,ASN-2737,Botswana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/2/2008,2008-11-20,2008-11-20,20-Nov-08,HRDT,HIV test - Ancillary,Orasure Technologies Inc.,"#109435**HIV, OraQuick Controls Kit, 3 Vials","HIV, OraQuick Controls Kit, 3 Vials",OraQuick,Test kit - Ancillary,3,10,152.5,15.25,5.08,"Orasure Technologies, Inc USA",True,7.0,526.05,0.3,,75.14999999999999,On-Time
5701,108-VN-T01,Pre-PQ Process,SCMS-20200,ASN-2017,Vietnam,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,3/31/2008,2008-07-14,2008-07-14,14-Jul-08,ARV,Adult,Aurobindo Pharma Limited,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,Tablet,60,500,12500.0,25.0,0.42,"Aurobindo Unit III, India",True,124.0,5217.59,20.0,300mg,42.07733870967742,On-Time
7469,117-ET-T01,Pre-PQ Process,SCMS-32640,ASN-2934,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,2008-12-03,2008-12-01,1-Dec-08,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,2535.0,23035.69,158.23,,9.087057199211046,On-Time
6111,117-ET-T01,Pre-PQ Process,SCMS-32630,ASN-3157,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/27/2008,2009-01-26,2009-01-26,26-Jan-09,HRDT,HIV test,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, SKB Colloidal Gold, Diagnostic Kit, Antibody, 50 Tests","HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody",Colloidal Gold,Test kit,1,3510,80730.0,23.0,23.0,"KHB Test Kit Facility, Shanghai China",True,2535.0,20083.74,158.23,,7.922579881656805,On-Time
6705,107-RW-T01,Pre-PQ Process,SCMS-800,ASN-719,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,7/17/2007,2007-09-14,2007-09-14,14-Sep-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,Chewable/dispersible tablet,60,182,1729.0,9.5,0.16,"BMS Meymac, France",True,40.0,86.4,2.77,50mg,2.16,On-Time
2463,107-RW-T01,Pre-PQ Process,SCMS-30312,ASN-3851,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,10/21/2008,2009-04-20,2009-04-20,20-Apr-09,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,Tablet - FDC,60,7840,71344.0,9.1,0.15,"Cipla, Goa, India",True,719.0,853.88,139.83,150/300mg,1.1875938803894297,On-Time
1647,102-GY-T01,Pre-PQ Process,SCMS-18500,ASN-2100,Guyana,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/28/2008,2008-07-28,2008-07-28,28-Jul-08,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,Test kit,100,213,15333.87,71.99,0.72,Inverness Japan,True,49.0,959.46,24.53,,19.580816326530613,On-Time
6451,110-ZM-T01,Pre-PQ Process,SCMS-42620,ASN-4357,Zambia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,4/2/2009,2009-07-10,2009-07-10,10-Jul-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,7000,224000.0,32.0,1.6,"Trinity Biotech, Plc",True,2379.0,21686.21,439.04,,9.115683060109289,On-Time
6524,139-NA-T01,Pre-PQ Process,SCMS-45420,ASN-3988,Namibia,PMO - US,Direct Drop,DDP,Air,Pre-PQ Process,4/30/2009,2009-05-15,2009-05-15,15-May-09,HRDT,HIV test,"Orgenics, Ltd","HIV 1/2, Clearview Complete Kit, 25 Tests","HIV 1/2, Clearview Complete Kit",Clearview,Test kit,25,7,525.0,75.0,3.0,Chembio Diagnostics Sys. Inc.,True,5.0,87.73,1.03,,17.546,On-Time
5283,108-VN-T01,Pre-PQ Process,SCMS-172,ASN-302,Vietnam,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,11/29/2006,2007-04-16,2007-04-16,16-Apr-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,Tablet,120,1320,238682.4,180.82,1.51,ABBVIE (Abbott) Logis. UK,True,304.0,13453.12,,200/50mg,44.253684210526316,On-Time
1262,106-HT-T01,Pre-PQ Process,SCMS-74,ASN-46,Haiti,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,Date Not Captured,2006-11-09,2006-11-09,9-Nov-06,HRDT,HIV test,Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,Test kit,100,15,6000.0,400.0,4.0,"Pacific Biotech, Thailand",True,36.0,1195.29,,,33.2025,On-Time
9836,107-RW-T01,Pre-PQ Process,SCMS-25910,ASN-2390,Rwanda,PMO - US,Direct Drop,CIP,Air,Pre-PQ Process,8/6/2008,2008-09-23,2008-09-23,23-Sep-08,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,Tablet,30,83400,931578.0,11.17,0.37,Hetero Unit III Hyderabad IN,True,6701.0,87692.85,1490.52,600mg,13.086531860916281,On-Time
1215,119-NA-T01,Pre-PQ Process,SCMS-46820,ASN-4311,Namibia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,6/2/2009,2009-06-29,2009-06-29,29-Jun-09,HRDT,HIV test,"Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,Test kit,20,220,7040.0,32.0,1.6,"Trinity Biotech, Plc",True,79.0,1736.18,13.8,,21.976962025316457,On-Time
6106,117-ET-T01,Pre-PQ Process,SCMS-32410,ASN-2903,Ethiopia,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,10/22/2008,2009-01-30,2008-11-24,24-Nov-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak HIV, Kit, 20 Tests","HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,Test kit,20,8964,242028.0,27.0,1.35,Chembio Diagnostics Sys. Inc.,True,3231.0,15619.2,474.37,,4.834168987929434,On-Time
993,107-RW-T01,Pre-PQ Process,SCMS-38660,ASN-3710,Rwanda,PMO - US,Direct Drop,EXW,Air,Pre-PQ Process,2/18/2009,2009-04-28,2009-04-28,28-Apr-09,HRDT,HIV test,Premier Medical Corporation Ltd.,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,Test kit,30,8249,185602.5,22.5,0.75,Premier Med. Corp Ltd. India,True,2800.0,12595.81,363.78,,4.4985035714285715,On-Time
